,country,description,designation,points,price,province,first_region,second_region,taster_name,taster_twitter_handle,title,variety,winery,Latitude,Longitude
20444,US,"An aromatic tour de force, this perfumed wine offers hypnotic notes of flowers, green olive, asparagus, sea breeze, mineral, peat, smoke flowers and an earthy funk, showing layers of complexity. The palate's lithe frame belies the richness of the smoke, fire pit and grilled meat flavors that linger.",The Tribe Vineyard,96,115,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Horsepower 2012 The Tribe Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Horsepower,46.0655953,-118.3387429
9407,US,"The Freedom Hill selection from Ken Wright has never been better than this exceptionally rich, dark and dense Pinot Noir. Black cherry, smoke, earth and chocolate intertwine in a remarkably smooth, long, complex and extended finish. A sensational wine to enjoy right now.",Freedom Hill Vineyard,96,65,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Ken Wright 2012 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Ken Wright,44.942554,-122.9337615
21663,US,"The Conflict red is a mash-up of 38% Cabernet Sauvignon, 37% Merlot, 25% Cabernet Franc, and it's a crowd-pleaser from the instant the cork is pulled. Dense scents of cherry, roasty-toasty barrel and cracker are inviting. The grapes were sourced entirely from the Conner Lee Vineyard. This effort showcases the winery's signature style, with notes of black fruits, exotic spices, coffee grounds and dark chocolate. Drink now or cellar for 6É??8 years.",Conner Lee Vineyard Conflict Red,96,55,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,J. Bookwalter 2009 Conner Lee Vineyard Conflict Red Red (Columbia Valley (WA)),Bordeaux-style Red Blend,J. Bookwalter,48.9220655,-122.1390398
5056,US,"This wine is aromatically brooding but precise, with notes of umami, black olive, smoked ham, crushed violets, funk and peat. The flavors are hefty and concentratedÉ??with notes of fire pit and wet stoneÉ??while showing earth-shaking depth and intensity. The finish stretches out as long as you care to count. This is a complete knee buckler.",The Tribe Vineyard,96,120,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Horsepower 2013 The Tribe Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Horsepower,46.0655953,-118.3387429
15285,US,"This fine vintage of Insignia combines 87% Cabernet Sauvignon with 9% Petit Verdot, 2% Malbec and 2% Cabernet Franc. Soft, supple and seamless, it offers rich but balanced cassis and milk chocolate flavors, with supportive and complementary oak. It should do well in the cellar and will be best from 2024É??2034.",Insignia Estate Grown,96,250,California,Napa Valley,Napa,Virginie Boone,@vboone,Joseph Phelps 2014 Insignia Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,Joseph Phelps,38.5024689,-122.2653887
14080,US,"This tops a thoroughly outstanding lineup of eight estate-grown Rieslings from Trisaetum. Unctuous citrus and stone fruits abound: a luscious mix of Meyer lemon, pink grapefruit, peach and apricot. There are hints of honey, caramel and butter, and everything is tightened up by defining acidity. Though entirely ageworthy, this is so thoroughly delicious already you'll want to drink at least a bottle or two immediately. Drink now through 2035.",Estates Reserve,96,38,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Trisaetum 2015 Estates Reserve Riesling (Willamette Valley),Riesling,Trisaetum,44.942554,-122.9337615
14453,US,"From the vineyard around viticulturist Anne Moller-Racke's home planted to the Donum clone, this is a stunner from start to finish, an elegantly tousled expression of mint and bay leaf that's big-boned at first, yet completely lively and fresh on the palate, settling into a place of grace, bursting in brooding dark berry, cherry, cinnamon and clove all wrapped up in a sultry texture.",Anne Katherina Vineyard Farmhouse Estate Farmed,95,90,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Blue Farm 2013 Anne Katherina Vineyard Farmhouse Estate Farmed Pinot Noir (Carneros),Pinot Noir,Blue Farm,38.2554723,-122.3349422
21077,US,"This wine impresses from first pop, a complicated, well-crafted exploration of full-bodied flavor and brambly beauty. Blueberry pie, violet and cigar tease the nose as they follow through on a soft, supple layering of fine-tuned texture. But it's the stony minerality and undeniable coaxing of white pepper that imprint the memory. This wine should only get better through 2034.",Palisades Vineyard,95,50,California,Napa Valley,Napa,Virginie Boone,@vboone,Carlisle 2014 Palisades Vineyard Petite Sirah (Napa Valley),Petite Sirah,Carlisle,38.5024689,-122.2653887
7786,US,"This is a show-stopping blend of 71% Cabernet Sauvignon, 20% Petit Verdot and 9% Malbec by veteran winemaker Kevin Willenborg. A deep shade of mauve, the wine coats the glass and unleashes intense, lavish aromas of cassis, fig paste, mint and tarragon. It's as soft as it looks on the palate, where baked black cherry, roast beef, turned earth and lilac flavors ride luxurious yet firmly structured tannins.",Suendero,95,56,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Vina Robles 2013 Suendero Red (Paso Robles),Bordeaux-style Red Blend,Vina Robles,35.6368759,-120.6545022
7785,US,"This blend of Quinta del Mar and Drum Canyon vineyards makes for a very powerful and attention-demanding wine. Sultry aromas of roasted red cherry and caramelized berry meet with well-integrated clove and allspice on the potent nose. The palate explodes with ripe but acid-cut blackberry and raspberry syrup flavors, with thyme, star anise and more dark spices rounding out the power.",Matrix,95,65,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Aether Wine Company 2014 Matrix Pinot Noir (Santa Barbara County),Pinot Noir,Aether Wine Company,34.4208321,-119.6982057
7787,US,"This marks the debut of consulting winemaker Matthew Courtney's take on the estate site. It dazzles in complex notes of exotic Asian spice, lavender and crushed rock, while focused acidity provides a context of substance and depth.",Mardikian Estate,95,85,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,MacPhail 2015 Mardikian Estate Pinot Noir (Sonoma Coast),Pinot Noir,MacPhail,38.4052701,-123.096764
7788,US,"With a persistence of lightly-toasted oak, this youthful wine offers intense luxury. A gritty, stony texture complements its delicious aspects of lemon rind and anise. Green apple, ocean spray and an underlying streak of dried herb provide additional complexity and length.",Three Sisters,95,48,California,Fort Ross-Seaview,Sonoma,Virginie Boone,@vboone,Benovia 2015 Three Sisters Chardonnay (Fort Ross-Seaview),Chardonnay,Benovia,38.5142596,-123.2435574
14456,US,"There's a rugged earthiness and delicious meaty character to this fantastic bottling, which shows dried cranberries, dried olallieberry, smoked pork and hummingbird sage on the brawny nose. A similar power infects the palate, where red and black cherry meet with plum, mulberry, cola, shaved chocolate and a deepening sage character, finishing on crushed mint.",Coast Grade Vineyards,95,40,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Martin Ray 2014 Coast Grade Vineyards Pinot Noir (Santa Cruz Mountains),Pinot Noir,Martin Ray,37.1108921,-121.8448906
14455,US,"This wine is the product of farming by Anne Moller-Racke and winemaking by Kenneth Juhasz, the original team behind Donum Estate in Carneros. Here, they've created a gorgeous, elegant expression of lemon zest and pear that harmonizes with stony minerality and brash, bristling acidity that becomes succulent on the palate. Atop it all is a scent of fresh-cut white flowers.",Laceroni Vineyard Estate Farmed,95,65,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Blue Farm 2013 Laceroni Vineyard Estate Farmed Chardonnay (Russian River Valley),Chardonnay,Blue Farm,38.483083,-122.80327
21075,US,"This gorgeous, concentrated, mouthfilling wine is delicious to sip now but will certainly improve in the cellar for a decade or more. Tempting black cherry and boysenberry flavors seem to swell in the mouth, while light baking-spice and black-pepper accents weave in and out. Even on the finish it keeps surging with dark fruits and spices.",Sentinel Oak Vineyard Pyramid Block,95,40,California,Shenandoah Valley (CA),Sierra Foothills,Jim Gordon,@gordone_cellars,Terre Rouge 2013 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),Syrah,Terre Rouge,38.5348836,-120.792458
12934,US,"Lime peels and lemon pith mix it up with rain on cement, lemongrass, kaffir lime leaf, ocean-spray saltiness and a lemon-pepper spice on the nose of this wine from the appellation's first vineyard. The palate is reminiscent of a perfectly restrained margarita, with the warmth of sea salt, the pungency of squeezed caviar limes and the body of lemon curds, topped with a sprig of mint.",Sanford & Benedict,95,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Sandhi 2013 Sanford & Benedict Chardonnay (Sta. Rita Hills),Chardonnay,Sandhi,34.6422431,-120.438894
14454,US,"This is a selection a cut above the winery's Reserve. Potent and rich, it's packed with layer upon layer of citrus and stone fruits. There's a seam of licorice, and concentrated flavors of almond and buttercream. This utterly decadent effort just goes and goes.",Elsie's,95,65,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine?ˇ,Stoller 2014 Elsie's Chardonnay (Dundee Hills),Chardonnay,Stoller,45.277904,-123.018535
12447,US,"Jon Martinez, who arrived in Washington barely six years ago, is knocking the ball out of the park. Improving with each new release, he has locked in a stellar collection of vineyards, and made Rh??ne-style wines his focus. This is a revelation. Pure berries, cassis, rock, earth, licorice, and a hint of baking spices. Gorgeous.",Upland Vineyard Gravi??re G.S.M.,95,40,Washington,Snipes Mountain,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,Maison Bleue 2009 Upland Vineyard Gravi??re G.S.M. Red (Snipes Mountain),Rh??ne-style Red Blend,Maison Bleue,46.3285409,-120.0082522
869,US,"This is co-fermented Old Stones Vineyard and Cailloux Vineyard Cabernet Sauvignon (60%) and Syrah (40%), showing the funk of the terroir and less of the varietal character of the fruit. It's flavorful and textural, with earth, anise and smoke notes, plus a mineral-driven wet-stone base and exceptional length.",The Creator,95,55,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine?ˇ,K Vintners 2009 The Creator Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners,46.0655953,-118.3387429
15513,US,"Delicately light yet showing a fascinating amount of character on both the nose and palate, this bottling by winemaker Nathan Kandler offers aromas of lightly pressed cherries, purple sage, juniper, eucalyptus oil and a hint of mushrooms. The sip sings with cola, raspberries, pencil lead, morel mushrooms and forest-floor flavorings.",Razorback Vineyard,95,70,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Thomas Fogarty 2012 Razorback Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Thomas Fogarty,37.1108921,-121.8448906
12935,US,"Bill Price's Sonoma-based winery name checks this historic Santa Maria vineyard in this epic bottling, which shows red cherry, raspberry, rhubarb, cinnamon sticks, nutmeg and cola on the nose. It's amazingly energetic on the palate, with more ripe raspberries and cherries, but also a vivid spice rack of clove and peppercorn, as well as noticeable tannic grip.",Bien Nacido Vineyard,95,60,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Three Sticks 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Three Sticks,34.9025217,-120.4478438
9841,US,"Light in color, alcohol and texture, this dynamic wine has a fresh pepper flavor, and is gorgeous all around, like drinking fresh rose petals. This could be enjoyed all day long, every day, but with only 51 cases produced, get it now or you'll miss out on it.",Cedarville,95,24,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,La Clarine Farm 2011 Cedarville Mourv??dre (Sierra Foothills),Mourv??dre,La Clarine Farm,33.3241157,-111.9875757
14457,US,"A stunning bottling from the Franscioni family, this shows exotic cinnamon, crystallized black-cherry juice, fresh black raspberry and graphite on the extremely elegant, soft and inviting nose. There's a tension between ripe black raspberry and everything else on the palate, from fennel and black pepper to black slate minerality. It's a seamless wine.",Sierra Mar Vineyard,95,52,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Roar 2014 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Roar,36.4307709,-121.4203754
7761,US,"Among McCrea's Rh??ne-inspired white wines, this is the most complete and complex. It's rich and dense, with honeycomb, lychee, lemon rind, pineapple and lots of stoneÉ??lovely and lingering. It seems to gain strength as it rolls through a sensational finish.",Boushey Vineyard Sirocco Blanc,95,25,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine?ˇ,McCrea 2008 Boushey Vineyard Sirocco Blanc White (Yakima Valley),White Blend,McCrea,46.6074582,-120.48855
14458,US,"Gavin Chanin's wines manage to pack a stunning array of elements behind a veil of restraint, here showing sea salt, lemon skins, struck flint and smoked nectarine on the nose. The palate is alkaline and botanical in presentation, offering lime skin, chalk, dried butter flakes, cement and a salty acidity. The wine tastes like foggy sunshine.",Bien Nacido VIneyard,95,40,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Chanin 2014 Bien Nacido VIneyard Chardonnay (Santa Maria Valley),Chardonnay,Chanin,34.9025217,-120.4478438
